s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 8.9600385E+002, 1.2740830E+003,-7.1288735E+002,-4.9110585E+002,-6.1043314E+001, 1.0215945E+001, 0.0000000E+000, 0.0000000E+000, 1.7859505E+001, 1.9262416E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 8.9700262E+002, 1.2411490E+003,-7.0825405E+002,-4.8939059E+002,-6.0635608E+001, 9.7266054E+000, 0.0000000E+000, 0.0000000E+000,-8.5137931E+000,-7.4045963E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 8.9800238E+002, 1.2385453E+003,-7.1531393E+002,-4.8134539E+002,-5.8145532E+001, 9.8778833E+000, 0.0000000E+000, 0.0000000E+000,-7.2006168E+000,-6.3817008E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 8.9900195E+002, 1.2872361E+003,-7.2119557E+002,-5.2216874E+002,-5.9301932E+001, 1.0322474E+001, 0.0000000E+000, 0.0000000E+000,-5.9509027E+000,-5.1076307E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.0000171E+002, 1.2451985E+003,-7.0759031E+002,-4.5760562E+002,-6.0624520E+001, 9.8627446E+000, 0.0000000E+000, 0.0000000E+000, 2.6196559E+001, 2.9240814E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.0100055E+002, 1.2457694E+003,-6.9759489E+002,-5.0296402E+002,-5.9625188E+001, 1.0124646E+001, 0.0000000E+000, 0.0000000E+000,-4.8355412E+000,-4.2900862E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.0200464E+002, 1.2491940E+003,-7.1634181E+002,-4.8491131E+002,-6.0633614E+001, 1.0410316E+001, 0.0000000E+000, 0.0000000E+000,-4.2873498E+000,-2.2824533E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.0300073E+002, 1.2596576E+003,-7.1449406E+002,-4.8242281E+002,-6.3141500E+001, 9.6047405E+000, 0.0000000E+000, 0.0000000E+000, 8.9786231E+000, 9.2040226E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.0400439E+002, 1.2342950E+003,-7.0909345E+002,-4.8509955E+002,-6.2081047E+001, 1.0091125E+001, 0.0000000E+000, 0.0000000E+000,-1.2281889E+001,-1.1887877E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.0500275E+002, 1.2743830E+003,-7.2148348E+002,-5.0575203E+002,-6.1697921E+001, 9.9721987E+000, 0.0000000E+000, 0.0000000E+000,-5.7018419E+000,-4.5782731E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.0600391E+002, 1.2463188E+003,-6.8020185E+002,-4.9419090E+002,-5.7269488E+001, 9.8277402E+000, 0.0000000E+000, 0.0000000E+000, 2.1617247E+001, 2.4484288E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.0700470E+002, 1.2291165E+003,-6.9443235E+002,-5.0155304E+002,-5.9245867E+001, 1.0471668E+001, 0.0000000E+000, 0.0000000E+000,-1.7014432E+001,-1.5643117E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.0800140E+002, 1.2312908E+003,-6.8384136E+002,-4.6694570E+002,-5.7907914E+001, 9.3838856E+000, 0.0000000E+000, 0.0000000E+000, 3.2593992E+001, 3.1979714E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.0900507E+002, 1.2618584E+003,-7.1344609E+002,-5.1828474E+002,-6.0357594E+001, 9.9092212E+000, 0.0000000E+000, 0.0000000E+000,-2.2431261E+001,-2.0320798E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.1000153E+002, 1.2821109E+003,-6.9749595E+002,-5.1018079E+002,-5.9362900E+001, 9.5506367E+000, 0.0000000E+000, 0.0000000E+000, 2.3940331E+001, 2.4621854E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.1100244E+002, 1.2252771E+003,-6.7792209E+002,-5.0869839E+002,-5.7944747E+001, 9.5384998E+000, 0.0000000E+000, 0.0000000E+000,-1.2117258E+001,-9.7495865E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.1200122E+002, 1.2189121E+003,-6.8698042E+002,-4.7857361E+002,-5.8411159E+001, 9.9633457E+000, 0.0000000E+000, 0.0000000E+000, 3.9821655E+000, 4.9102666E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.1300201E+002, 1.2643648E+003,-7.0888655E+002,-5.1569122E+002,-5.8552547E+001, 9.8074956E+000, 0.0000000E+000, 0.0000000E+000,-1.1837368E+001,-8.9580222E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.1400189E+002, 1.2533952E+003,-7.1330441E+002,-4.8051483E+002,-6.0608681E+001, 9.9569071E+000, 0.0000000E+000, 0.0000000E+000, 8.9304391E+000, 8.9241814E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.1500159E+002, 1.2224267E+003,-6.9417962E+002,-5.0143396E+002,-5.8693943E+001, 9.6553516E+000, 0.0000000E+000, 0.0000000E+000,-2.3873895E+001,-2.2225448E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.1600385E+002, 1.3081917E+003,-7.3507688E+002,-4.8491489E+002,-5.7630360E+001, 1.0081421E+001, 0.0000000E+000, 0.0000000E+000, 3.8973911E+001, 4.0650955E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.1700165E+002, 1.2483257E+003,-6.9190522E+002,-5.0724501E+002,-5.7433371E+001, 1.0312552E+001, 0.0000000E+000, 0.0000000E+000, 4.1860146E-002, 2.0546269E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.1800281E+002, 1.2286182E+003,-6.9087600E+002,-4.9416671E+002,-5.9053322E+001, 9.7579882E+000, 0.0000000E+000, 0.0000000E+000,-6.9909750E+000,-5.7198525E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.1900214E+002, 1.2453012E+003,-6.8376062E+002,-4.8909226E+002,-5.6231879E+001, 9.9085850E+000, 0.0000000E+000, 0.0000000E+000, 2.6142232E+001, 2.6125053E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.2000391E+002, 1.2759125E+003,-7.1175562E+002,-5.3856058E+002,-5.8727463E+001, 1.0385434E+001, 0.0000000E+000, 0.0000000E+000,-2.4207646E+001,-2.2745746E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.2100336E+002, 1.2419576E+003,-6.7475167E+002,-5.5302755E+002,-5.7991440E+001, 9.6186437E+000, 0.0000000E+000, 0.0000000E+000,-3.5644082E+001,-3.4194454E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.2200372E+002, 1.2193155E+003,-6.5452005E+002,-4.9983463E+002,-5.5167954E+001, 9.7733142E+000, 0.0000000E+000, 0.0000000E+000, 1.8672803E+001, 1.9566150E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.2300018E+002, 1.2876442E+003,-7.0422107E+002,-5.0957338E+002,-5.6266886E+001, 9.8767750E+000, 0.0000000E+000, 0.0000000E+000, 2.7426298E+001, 2.7459669E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.2400122E+002, 1.2364831E+003,-7.0393919E+002,-4.8684752E+002,-6.1147219E+001, 9.5788093E+000, 0.0000000E+000, 0.0000000E+000,-6.8804696E+000,-5.8720097E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.2500336E+002, 1.2536008E+003,-6.9816697E+002,-4.8693724E+002,-5.9192869E+001, 9.1895598E+000, 0.0000000E+000, 0.0000000E+000, 1.7097674E+001, 1.8493253E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.2600177E+002, 1.2766359E+003,-6.8154325E+002,-5.3014280E+002,-5.8474854E+001, 1.0094021E+001, 0.0000000E+000, 0.0000000E+000, 1.5378315E+001, 1.6569024E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.2700354E+002, 1.2174074E+003,-6.6975160E+002,-5.2443041E+002,-5.7831657E+001, 9.8109853E+000, 0.0000000E+000, 0.0000000E+000,-2.5623938E+001,-2.4795279E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.2800385E+002, 1.2146741E+003,-6.6497655E+002,-5.2036499E+002,-5.8636457E+001, 9.6278356E+000, 0.0000000E+000, 0.0000000E+000,-2.4196431E+001,-1.9676091E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.2900116E+002, 1.2761702E+003,-7.0867092E+002,-5.0474411E+002,-5.9494519E+001, 9.7928446E+000, 0.0000000E+000, 0.0000000E+000, 1.3405972E+001, 1.3053476E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.3000311E+002, 1.2825421E+003,-7.2021492E+002,-4.9021197E+002,-6.1083258E+001, 1.0036428E+001, 0.0000000E+000, 0.0000000E+000, 1.9184221E+001, 2.1068410E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.3100226E+002, 1.2334386E+003,-6.9273517E+002,-4.9622145E+002,-5.9706043E+001, 9.8285161E+000, 0.0000000E+000, 0.0000000E+000,-6.8314812E+000,-5.3955136E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.3200403E+002, 1.2646733E+003,-6.9552926E+002,-5.0428993E+002,-5.8879953E+001, 1.0201883E+001, 0.0000000E+000, 0.0000000E+000, 1.5335039E+001, 1.6175996E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.3300330E+002, 1.2513664E+003,-7.0439638E+002,-5.2934746E+002,-5.9158305E+001, 1.0554927E+001, 0.0000000E+000, 0.0000000E+000,-3.2854453E+001,-3.0980837E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.3400317E+002, 1.2373616E+003,-6.9562186E+002,-4.8683280E+002,-5.8437847E+001, 1.0544564E+001, 0.0000000E+000, 0.0000000E+000, 5.3742244E+000, 7.0136367E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.3500262E+002, 1.2389481E+003,-6.8737366E+002,-4.9462897E+002,-5.8336038E+001, 1.0470202E+001, 0.0000000E+000, 0.0000000E+000, 8.5046575E+000, 9.0796201E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.3600220E+002, 1.2646962E+003,-7.0294205E+002,-5.1121064E+002,-6.0374923E+001, 1.0677825E+001, 0.0000000E+000, 0.0000000E+000,-7.2091073E-003, 8.4639862E-001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.3700409E+002, 1.2513728E+003,-6.8813126E+002,-4.9412805E+002,-5.8378669E+001, 1.0506010E+001, 0.0000000E+000, 0.0000000E+000, 1.9313882E+001, 2.1240815E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.3800043E+002, 1.2098272E+003,-6.8398104E+002,-5.4028553E+002,-5.7247448E+001, 1.0515477E+001, 0.0000000E+000, 0.0000000E+000,-6.1990167E+001,-6.1171376E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.3900153E+002, 1.2529422E+003,-6.9440521E+002,-4.8562243E+002,-5.9597686E+001, 9.8905698E+000, 0.0000000E+000, 0.0000000E+000, 2.1736558E+001, 2.3207481E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.4000098E+002, 1.2219746E+003,-6.8958381E+002,-5.0418857E+002,-5.9228046E+001, 9.8717140E+000, 0.0000000E+000, 0.0000000E+000,-2.3074126E+001,-2.1154115E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.4100415E+002, 1.2950916E+003,-7.1283396E+002,-4.7678731E+002,-5.9908467E+001, 9.6051753E+000, 0.0000000E+000, 0.0000000E+000, 5.5085166E+001, 5.5166994E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.4200403E+002, 1.2539336E+003,-6.7499345E+002,-5.1312582E+002,-5.7118713E+001, 9.7368568E+000, 0.0000000E+000, 0.0000000E+000, 1.8190468E+001, 1.8432435E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.4300244E+002, 1.2537044E+003,-6.9484060E+002,-5.0215985E+002,-5.6711362E+001, 1.0290232E+001, 0.0000000E+000, 0.0000000E+000, 7.1741230E+000, 1.0282858E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.4400409E+002, 1.1991786E+003,-6.8770240E+002,-5.0385294E+002,-5.7897524E+001, 9.7103188E+000, 0.0000000E+000, 0.0000000E+000,-4.0191681E+001,-4.0563929E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.4500293E+002, 1.2959901E+003,-7.3752200E+002,-4.7617677E+002,-5.8459304E+001, 1.0316072E+001, 0.0000000E+000, 0.0000000E+000, 3.2529222E+001, 3.4148051E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.4600000E+002, 1.2520520E+003,-6.9810108E+002,-5.1750626E+002,-5.7767301E+001, 1.0025000E+001, 0.0000000E+000, 0.0000000E+000,-1.3090721E+001,-1.1297610E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.4700092E+002, 1.2088785E+003,-6.8678613E+002,-4.9722691E+002,-5.7294471E+001, 1.0553230E+001, 0.0000000E+000, 0.0000000E+000,-2.4226894E+001,-2.1875812E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.4800134E+002, 1.3177286E+003,-7.3767111E+002,-5.0488077E+002,-5.9986257E+001, 1.0501003E+001, 0.0000000E+000, 0.0000000E+000, 2.4979229E+001, 2.5691459E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.4900043E+002, 1.2044805E+003,-6.8384271E+002,-4.8678280E+002,-5.4582205E+001, 1.0513176E+001, 0.0000000E+000, 0.0000000E+000,-1.2337771E+001,-1.0214063E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.5000281E+002, 1.2743208E+003,-7.0686695E+002,-4.9032974E+002,-5.5519824E+001, 1.0160715E+001, 0.0000000E+000, 0.0000000E+000, 3.2157280E+001, 3.1765039E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.5100336E+002, 1.2528868E+003,-6.6846232E+002,-5.3352867E+002,-5.4616844E+001, 1.0135425E+001, 0.0000000E+000, 0.0000000E+000, 3.1101227E+000, 6.4143428E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.5200110E+002, 1.2301656E+003,-6.8194367E+002,-5.0870783E+002,-5.6032686E+001, 1.0106466E+001, 0.0000000E+000, 0.0000000E+000,-7.6430628E+000,-6.4121509E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.5300433E+002, 1.2147018E+003,-6.7374747E+002,-5.2667768E+002,-5.6693488E+001, 9.8703508E+000, 0.0000000E+000, 0.0000000E+000,-3.3476269E+001,-3.2546520E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.5400385E+002, 1.2710916E+003,-7.0563610E+002,-5.1461673E+002,-5.4668582E+001, 1.0274017E+001, 0.0000000E+000, 0.0000000E+000, 4.8001134E+000, 6.4441949E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.5500293E+002, 1.3032597E+003,-7.3154400E+002,-5.0454500E+002,-6.0092450E+001, 1.0251288E+001, 0.0000000E+000, 0.0000000E+000, 1.7711461E+001, 1.7329552E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.5600330E+002, 1.1789540E+003,-6.8085580E+002,-4.9840521E+002,-5.8043758E+001, 9.9667988E+000, 0.0000000E+000, 0.0000000E+000,-5.1115115E+001,-4.8383971E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.5700488E+002, 1.2899126E+003,-7.0984164E+002,-4.9265784E+002,-5.7493613E+001, 9.9202494E+000, 0.0000000E+000, 0.0000000E+000, 3.8977225E+001, 3.9839708E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.5800116E+002, 1.2323395E+003,-6.8717774E+002,-5.0491300E+002,-5.7682915E+001, 9.5987795E+000, 0.0000000E+000, 0.0000000E+000,-1.0202445E+001,-7.8353999E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.5900232E+002, 1.2588612E+003,-6.8746594E+002,-4.8514023E+002,-5.5388713E+001, 1.0496042E+001, 0.0000000E+000, 0.0000000E+000, 3.8892228E+001, 4.1362402E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.6000134E+002, 1.2132170E+003,-6.7761558E+002,-5.2687072E+002,-5.6306066E+001, 9.2632526E+000, 0.0000000E+000, 0.0000000E+000,-3.7126460E+001,-3.8312142E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.6100409E+002, 1.2820480E+003,-7.0200416E+002,-5.0754342E+002,-5.7561648E+001, 9.7066718E+000, 0.0000000E+000, 0.0000000E+000, 2.3253924E+001, 2.4645424E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.6200244E+002, 1.2343402E+003,-6.8828458E+002,-5.2066827E+002,-5.8502497E+001, 9.8678942E+000, 0.0000000E+000, 0.0000000E+000,-2.4359151E+001,-2.3247207E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.6300476E+002, 1.2617823E+003,-6.9420384E+002,-5.1834153E+002,-5.7241873E+001, 9.1039814E+000, 0.0000000E+000, 0.0000000E+000, 1.0267535E-001, 1.0990066E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.6400391E+002, 1.2569571E+003,-7.0457657E+002,-4.9466069E+002,-5.8556874E+001, 9.6884910E+000, 0.0000000E+000, 0.0000000E+000, 7.7269867E+000, 8.8514885E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.6500067E+002, 1.2312901E+003,-6.8748053E+002,-5.1128543E+002,-5.5362222E+001, 9.6422149E+000, 0.0000000E+000, 0.0000000E+000,-1.5632700E+001,-1.3195820E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.6600348E+002, 1.2450972E+003,-6.8854605E+002,-5.2168092E+002,-5.7967261E+001, 9.6939953E+000, 0.0000000E+000, 0.0000000E+000,-1.4584922E+001,-1.3403065E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.6700073E+002, 1.2375173E+003,-6.9444660E+002,-5.1497532E+002,-5.7542884E+001, 9.7204640E+000, 0.0000000E+000, 0.0000000E+000,-2.1916068E+001,-1.9727055E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.6800171E+002, 1.2780310E+003,-7.0066722E+002,-5.4595639E+002,-5.7332912E+001, 1.0395533E+001, 0.0000000E+000, 0.0000000E+000,-1.8166157E+001,-1.5529992E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.6900415E+002, 1.2532537E+003,-6.8804308E+002,-4.8028378E+002,-5.7431100E+001, 9.5539393E+000, 0.0000000E+000, 0.0000000E+000, 3.4845747E+001, 3.7049634E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.7000366E+002, 1.2179971E+003,-6.7998458E+002,-5.0667150E+002,-5.8301062E+001, 9.7899979E+000, 0.0000000E+000, 0.0000000E+000,-1.6194166E+001,-1.7170056E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.7100311E+002, 1.2863865E+003,-7.1449989E+002,-4.9335874E+002,-6.0174494E+001, 9.8568207E+000, 0.0000000E+000, 0.0000000E+000, 2.5367548E+001, 2.8210167E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.7200195E+002, 1.2733712E+003,-7.0017684E+002,-5.0437624E+002,-5.9524165E+001, 1.0225155E+001, 0.0000000E+000, 0.0000000E+000, 1.8706039E+001, 1.9519090E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.7300092E+002, 1.2312328E+003,-6.6283663E+002,-5.0412104E+002,-5.4520820E+001, 1.0419577E+001, 0.0000000E+000, 0.0000000E+000, 1.9100171E+001, 2.0173922E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.7400446E+002, 1.2420104E+003,-6.8394583E+002,-5.3330495E+002,-5.6044357E+001, 1.0706297E+001, 0.0000000E+000, 0.0000000E+000,-2.3373932E+001,-2.0578431E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.7500513E+002, 1.2254260E+003,-6.7092051E+002,-5.1711053E+002,-5.5626391E+001, 9.8598900E+000, 0.0000000E+000, 0.0000000E+000,-8.8987754E+000,-8.3715680E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.7600134E+002, 1.2769780E+003,-7.0535081E+002,-5.0787347E+002,-5.7057835E+001, 9.1301706E+000, 0.0000000E+000, 0.0000000E+000, 1.3155604E+001, 1.5826037E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.7700146E+002, 1.2505963E+003,-6.9130174E+002,-5.1757783E+002,-5.4203323E+001, 9.6943374E+000, 0.0000000E+000, 0.0000000E+000,-1.4260830E+000,-2.7922715E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.7800067E+002, 1.2362920E+003,-6.8129578E+002,-5.2195358E+002,-5.6781000E+001, 1.0007146E+001, 0.0000000E+000, 0.0000000E+000,-1.6962865E+001,-1.3731254E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.7900446E+002, 1.2476695E+003,-6.7385756E+002,-4.9432426E+002,-5.4341975E+001, 9.8252598E+000, 0.0000000E+000, 0.0000000E+000, 3.4841802E+001, 3.4970980E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.8000250E+002, 1.2544979E+003,-6.8647310E+002,-5.0196799E+002,-5.7062392E+001, 1.0535112E+001, 0.0000000E+000, 0.0000000E+000, 1.5674819E+001, 1.9529546E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.8100116E+002, 1.2723365E+003,-7.0552821E+002,-4.8781151E+002,-5.5773124E+001, 1.0214321E+001, 0.0000000E+000, 0.0000000E+000, 3.3277889E+001, 3.3437992E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.8200208E+002, 1.1888533E+003,-6.6157550E+002,-5.3468179E+002,-5.5355670E+001, 9.7012745E+000, 0.0000000E+000, 0.0000000E+000,-5.5263150E+001,-5.3058381E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.8300354E+002, 1.2927009E+003,-7.1006842E+002,-5.1109120E+002,-5.7552345E+001, 9.7824368E+000, 0.0000000E+000, 0.0000000E+000, 2.3448242E+001, 2.3771368E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.8400171E+002, 1.2411494E+003,-7.0394075E+002,-5.3742062E+002,-5.7682942E+001, 1.0218370E+001, 0.0000000E+000, 0.0000000E+000,-5.0657021E+001,-4.7676547E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.8500305E+002, 1.2483999E+003,-6.9910987E+002,-5.0074985E+002,-5.6564734E+001, 9.7796926E+000, 0.0000000E+000, 0.0000000E+000, 1.1754183E+000, 1.7551379E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.8600018E+002, 1.2540524E+003,-6.9015502E+002,-4.8654459E+002,-5.6904891E+001, 1.0097446E+001, 0.0000000E+000, 0.0000000E+000, 2.8653664E+001, 3.0545336E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.8700018E+002, 1.2316884E+003,-6.7229324E+002,-5.1554933E+002,-5.3077571E+001, 9.5306239E+000, 0.0000000E+000, 0.0000000E+000,-1.5415080E+000, 2.9885541E-001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.8800012E+002, 1.2821535E+003,-7.0614272E+002,-5.1059216E+002,-5.5508922E+001, 1.0208374E+001, 0.0000000E+000, 0.0000000E+000, 1.8425872E+001, 2.0118052E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.8900525E+002, 1.2559691E+003,-7.0338927E+002,-5.0528332E+002,-5.5765259E+001, 9.9007027E+000, 0.0000000E+000, 0.0000000E+000,-1.1676100E-001, 1.4319874E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.9000269E+002, 1.2300389E+003,-6.8594491E+002,-4.9095579E+002,-5.5468686E+001, 9.8344174E+000, 0.0000000E+000, 0.0000000E+000, 5.8266795E+000, 7.5038936E+000, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.9100415E+002, 1.2509837E+003,-6.9275751E+002,-5.2307795E+002,-5.7828075E+001, 9.7211230E+000, 0.0000000E+000, 0.0000000E+000,-1.4394908E+001,-1.2958707E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.9200177E+002, 1.2449874E+003,-6.9620852E+002,-5.1937191E+002,-5.9061573E+001, 9.8635052E+000, 0.0000000E+000, 0.0000000E+000,-2.0393078E+001,-1.9791126E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.9300299E+002, 1.2502224E+003,-7.0282805E+002,-4.7342148E+002,-5.6900345E+001, 1.0069583E+001, 0.0000000E+000, 0.0000000E+000, 2.6066174E+001, 2.7142057E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.9400439E+002, 1.2497031E+003,-6.7098869E+002,-5.4102932E+002,-5.7089643E+001, 1.0019675E+001, 0.0000000E+000, 0.0000000E+000,-1.0489139E+001,-9.3848560E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.9500122E+002, 1.2792904E+003,-7.0306701E+002,-5.1297764E+002,-5.5660203E+001, 9.7542410E+000, 0.0000000E+000, 0.0000000E+000, 1.5735232E+001, 1.7339788E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.9600031E+002, 1.2151620E+003,-6.8652261E+002,-4.9880170E+002,-5.7371785E+001, 9.8869831E+000, 0.0000000E+000, 0.0000000E+000,-1.9826074E+001,-1.7647070E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.9700323E+002, 1.2477422E+003,-6.8280426E+002,-5.2712872E+002,-5.7965356E+001, 1.0111108E+001, 0.0000000E+000, 0.0000000E+000,-1.0747072E+001,-1.0045019E+001, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
 9.9800330E+002, 1.2925291E+003,-7.0363785E+002,-5.1448636E+002,-5.4719992E+001, 1.0097030E+001, 0.0000000E+000, 0.0000000E+000, 2.8190909E+001, 2.9781924E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 9.9900201E+002, 1.2081038E+003,-6.7170222E+002,-5.3350448E+002,-5.1880048E+001, 9.8280792E+000, 0.0000000E+000, 0.0000000E+000,-4.1087942E+001,-3.9154905E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 1.0000025E+003, 1.2638462E+003,-6.8925158E+002,-4.7281635E+002,-5.4483859E+001, 9.5248582E+000, 0.0000000E+000, 0.0000000E+000, 5.7911262E+001, 5.6819223E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 1.0010002E+003, 1.2384422E+003,-6.7211000E+002,-5.3369463E+002,-5.2972200E+001, 9.7352261E+000, 0.0000000E+000, 0.0000000E+000,-1.2303201E+001,-1.0599427E+001, 0.0000000E+000, 2.4999530E-002, 0.0000000E+000
 1.0020031E+003, 1.2455138E+003,-7.1166927E+002,-4.9000508E+002,-5.5716582E+001, 9.8773763E+000, 0.0000000E+000, 0.0000000E+000,-4.0912728E+000,-1.9997044E+000, 0.0000000E+000, 2.4999529E-002, 0.0000000E+000
