s,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,C,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,kW/m2,C,C,C,C,C,C,kW/m2,kW,kW
Time,"AST_TP08","AST_TP09","AST_TP10","AST_TP11","AST_TP12","AST_TP13","AST_TP15","AST_TP18","AST_TP19","AST_TP20","AST_TP21","AST_TP22","AST_TP99","AST_TP40","AST_TP41","AST_TP42","AST_TP43","AST_TP44","QINC_TP08","QINC_TP09","QINC_TP10","QINC_TP11","QINC_TP12","QINC_TP13","QINC_TP15","QINC_TP18","QINC_TP19","QINC_TP20","QINC_TP21","QINC_TP22","QINC_TP99","QINC_TP40","QINC_TP41","QINC_TP42","QINC_TP43","QINC_TP44","T_TE33","T_TE34","T_TE35","T_TE36","T_TE37","T_TE38","RAD-W9","STAT-CLT-HRR","STAT-BURNER-HRR"
 4.9015008E+003, 8.3316775E+002, 9.7627491E+002, 9.2413755E+002, 7.9277619E+002, 7.4963334E+002, 6.6609891E+002, 6.2449974E+002, 5.8355766E+002, 5.2668571E+002, 5.1974723E+002, 5.1451283E+002, 4.3102751E+002, 7.7224552E+002, 4.5250693E+002, 5.2935123E+002, 4.5399374E+002, 3.9508390E+002, 3.2619421E+002, 7.3903822E+001, 1.2935485E+002, 1.0283254E+002, 6.0307723E+001, 5.3320072E+001, 3.5886403E+001, 2.8259137E+001, 2.1865110E+001, 1.6740255E+001, 1.5560927E+001, 1.5201717E+001, 1.0542423E+001, 5.7496715E+001, 1.9567807E+001, 2.5814745E+001, 2.0494152E+001, 1.4934159E+001, 1.0091149E+001, 9.6723358E+002, 1.0291650E+003, 8.5050914E+002, 5.8566614E+002, 5.1875653E+002, 4.5962923E+002, 2.2856381E+001, 5.5925861E+002, 4.9229155E+001
 4.9020016E+003, 8.4528198E+002, 1.0168718E+003, 9.4053090E+002, 7.7530002E+002, 8.2930910E+002, 7.4423136E+002, 6.4488772E+002, 5.7212267E+002, 5.3446503E+002, 5.3013636E+002, 5.1106594E+002, 4.4089861E+002, 7.2440416E+002, 4.5562484E+002, 5.3254801E+002, 4.5759122E+002, 3.9177927E+002, 3.2576112E+002, 7.7010269E+001, 1.4524418E+002, 1.0853320E+002, 5.6133264E+001, 7.2564095E+001, 4.8411617E+001, 3.0516004E+001, 2.1332333E+001, 1.7110683E+001, 1.6008536E+001, 1.4661935E+001, 1.0986856E+001, 4.6751801E+001, 1.9666749E+001, 2.6077161E+001, 2.0389686E+001, 1.4889118E+001, 1.0147064E+001, 9.6773215E+002, 1.0338860E+003, 8.4945633E+002, 5.9025218E+002, 5.1175263E+002, 4.5950868E+002, 2.3092556E+001, 5.5808681E+002, 4.7829363E+001
 4.9025009E+003, 8.1108897E+002, 1.0042549E+003, 8.9313100E+002, 7.3719153E+002, 7.6099055E+002, 6.9466628E+002, 6.7856024E+002, 5.7074163E+002, 5.4796957E+002, 5.2174699E+002, 4.9166533E+002, 4.3459602E+002, 7.8039325E+002, 4.5666990E+002, 5.3540384E+002, 4.5946997E+002, 3.9319133E+002, 3.2641662E+002, 6.4985868E+001, 1.3845188E+002, 9.4245292E+001, 4.8701917E+001, 5.7888668E+001, 3.9576758E+001, 3.7140440E+001, 2.0935951E+001, 1.8119807E+001, 1.5705806E+001, 1.3282773E+001, 1.0702487E+001, 5.7338404E+001, 1.9954452E+001, 2.6681303E+001, 2.0681176E+001, 1.5018923E+001, 1.0167465E+001, 9.4740119E+002, 9.9645797E+002, 8.5981594E+002, 5.8767967E+002, 5.0653517E+002, 4.5932754E+002, 2.3636284E+001, 5.7235057E+002, 4.5343617E+001
 4.9030006E+003, 8.1006176E+002, 9.8162821E+002, 8.9513089E+002, 7.9859220E+002, 7.9515545E+002, 7.1027704E+002, 6.4497260E+002, 5.8041347E+002, 5.4287307E+002, 5.2163582E+002, 4.7369056E+002, 4.3778444E+002, 7.7079349E+002, 4.5393185E+002, 5.3424838E+002, 4.6009083E+002, 3.9463531E+002, 3.2834667E+002, 6.6530293E+001, 1.2895143E+002, 9.6882011E+001, 6.2588693E+001, 6.2105083E+001, 4.1404964E+001, 3.1075437E+001, 2.2533411E+001, 1.8063062E+001, 1.5249158E+001, 1.2206521E+001, 1.0506442E+001, 5.7290406E+001, 2.0057090E+001, 2.6602499E+001, 2.0562368E+001, 1.5103857E+001, 1.0210361E+001, 9.0427009E+002, 1.0571357E+003, 8.4324773E+002, 5.9173526E+002, 4.9856183E+002, 4.5923052E+002, 2.3565359E+001, 5.5875519E+002, 4.4899025E+001
 4.9035030E+003, 8.0514470E+002, 1.0213143E+003, 8.4406351E+002, 7.6167087E+002, 8.0399573E+002, 6.4968833E+002, 6.3718484E+002, 5.8334378E+002, 5.6534915E+002, 5.3155833E+002, 5.1167897E+002, 4.1799472E+002, 7.4099985E+002, 4.5093634E+002, 5.3211602E+002, 4.5639200E+002, 3.9430693E+002, 3.3175799E+002, 6.4434731E+001, 1.4882460E+002, 8.0556047E+001, 5.6842665E+001, 6.4840875E+001, 3.3100198E+001, 3.0752629E+001, 2.2271292E+001, 2.0747080E+001, 1.6530863E+001, 1.5142003E+001, 9.9702915E+000, 4.9343081E+001, 1.9647311E+001, 2.6318366E+001, 2.0715557E+001, 1.5118275E+001, 1.0283698E+001, 8.8806860E+002, 9.9011612E+002, 8.1587157E+002, 5.9291391E+002, 4.9313977E+002, 4.5795587E+002, 2.3309640E+001, 5.4509433E+002, 4.7672724E+001
 4.9040029E+003, 7.9069260E+002, 9.9814662E+002, 8.9829827E+002, 7.5329621E+002, 7.4067583E+002, 6.9272904E+002, 6.4658813E+002, 5.7440087E+002, 5.3486425E+002, 4.9864783E+002, 4.8930035E+002, 4.2125621E+002, 7.8177390E+002, 4.4716392E+002, 5.2890986E+002, 4.5561812E+002, 3.9227215E+002, 3.2670298E+002, 6.5134677E+001, 1.3752497E+002, 9.4212607E+001, 5.1827146E+001, 5.0852535E+001, 3.9679852E+001, 3.0648423E+001, 2.1716842E+001, 1.7916241E+001, 1.4716790E+001, 1.3532408E+001, 1.0002853E+001, 5.9622651E+001, 1.9384787E+001, 2.5955774E+001, 2.0310736E+001, 1.4843741E+001, 1.0039312E+001, 8.7743487E+002, 9.4810382E+002, 8.1726149E+002, 5.9796740E+002, 4.9596501E+002, 4.5620190E+002, 2.2983308E+001, 5.4998528E+002, 4.9431943E+001
 4.9045040E+003, 8.6666742E+002, 9.8970198E+002, 9.2640389E+002, 7.6502082E+002, 7.6171061E+002, 6.8711031E+002, 6.4310134E+002, 5.6753548E+002, 5.3380733E+002, 5.1243687E+002, 4.8974401E+002, 4.3345155E+002, 7.9221263E+002, 4.4861015E+002, 5.2873392E+002, 4.5219105E+002, 3.9144299E+002, 3.2703634E+002, 8.3614904E+001, 1.3279670E+002, 1.0360404E+002, 5.3936144E+001, 5.3551580E+001, 3.8198702E+001, 3.0140048E+001, 2.0907736E+001, 1.6815889E+001, 1.5018084E+001, 1.3301312E+001, 1.0448389E+001, 6.2919330E+001, 1.9480592E+001, 2.5888738E+001, 2.0262150E+001, 1.4850194E+001, 1.0033191E+001, 8.9993244E+002, 1.0114454E+003, 7.9409943E+002, 5.9888777E+002, 4.9357482E+002, 4.5760080E+002, 2.2922975E+001, 5.7388713E+002, 4.8842565E+001
 4.9050016E+003, 7.7181088E+002, 9.9525864E+002, 8.6806498E+002, 7.3649407E+002, 7.5957311E+002, 6.7425607E+002, 6.9832500E+002, 5.8693596E+002, 5.4230519E+002, 4.9886232E+002, 5.0538150E+002, 4.2618612E+002, 7.5559256E+002, 4.6201712E+002, 5.3770157E+002, 4.5450771E+002, 3.9470764E+002, 3.2926822E+002, 5.7463137E+001, 1.3663355E+002, 8.2527209E+001, 4.8349806E+001, 5.6918606E+001, 3.7740516E+001, 4.0532421E+001, 2.2173836E+001, 1.7861367E+001, 1.4079573E+001, 1.4343515E+001, 1.0454283E+001, 5.4338998E+001, 2.0614758E+001, 2.6870700E+001, 2.0614503E+001, 1.5099774E+001, 1.0097429E+001, 9.1353328E+002, 9.9197608E+002, 7.6142533E+002, 5.9274705E+002, 4.8974339E+002, 4.5785234E+002, 2.3806741E+001, 5.2691632E+002, 4.8102828E+001
 4.9055027E+003, 8.2687015E+002, 9.6219257E+002, 8.6088865E+002, 7.6305130E+002, 7.9595637E+002, 7.1305055E+002, 6.5191446E+002, 6.1769051E+002, 5.5619592E+002, 5.1245630E+002, 4.9871143E+002, 4.2280636E+002, 7.3730947E+002, 4.5945183E+002, 5.3706694E+002, 4.6214014E+002, 3.9888295E+002, 3.2815001E+002, 7.0772511E+001, 1.2614688E+002, 8.6190051E+001, 5.4538539E+001, 6.3816411E+001, 4.2640183E+001, 3.2378936E+001, 2.6220665E+001, 1.9243290E+001, 1.5275612E+001, 1.4096236E+001, 1.0363270E+001, 4.9600364E+001, 2.0891145E+001, 2.6980369E+001, 2.1042212E+001, 1.5231816E+001, 1.0231318E+001, 8.8549234E+002, 9.4089845E+002, 7.5042274E+002, 5.8964697E+002, 4.8779050E+002, 4.6004626E+002, 2.3905443E+001, 5.8425669E+002, 5.0900934E+001
 4.9060040E+003, 8.3320410E+002, 1.0105775E+003, 9.1567757E+002, 7.8822775E+002, 8.3839243E+002, 7.9505509E+002, 6.4792774E+002, 6.0679907E+002, 5.7074884E+002, 5.4510210E+002, 5.2841534E+002, 4.2050419E+002, 7.5088218E+002, 4.6580656E+002, 5.4363308E+002, 4.6462434E+002, 4.0463143E+002, 3.2887568E+002, 7.3809785E+001, 1.4353467E+002, 9.9251028E+001, 5.8383860E+001, 7.5284990E+001, 6.1459204E+001, 3.2559083E+001, 2.5146263E+001, 2.0897226E+001, 1.8403169E+001, 1.6433783E+001, 1.0589061E+001, 5.1105244E+001, 2.1227768E+001, 2.7572739E+001, 2.1203938E+001, 1.5532943E+001, 1.0359460E+001, 8.8085495E+002, 9.1282494E+002, 7.7145826E+002, 6.0790740E+002, 4.9501220E+002, 4.6456942E+002, 2.4438576E+001, 5.5477876E+002, 4.7026084E+001
 4.9065009E+003, 8.5856904E+002, 1.0082161E+003, 9.1682243E+002, 7.7408938E+002, 8.3785747E+002, 7.6446554E+002, 7.2472812E+002, 5.8419809E+002, 5.6643109E+002, 5.5440892E+002, 5.2967768E+002, 4.5882987E+002, 7.8758681E+002, 4.6099779E+002, 5.4355624E+002, 4.6080364E+002, 4.0078354E+002, 3.3541549E+002, 8.0010278E+001, 1.4113636E+002, 9.9513506E+001, 5.6870494E+001, 6.9797326E+001, 5.4016152E+001, 4.7139206E+001, 2.2511022E+001, 2.0611205E+001, 1.9035691E+001, 1.6481889E+001, 1.2233403E+001, 6.1835546E+001, 2.0987107E+001, 2.7342220E+001, 2.1214007E+001, 1.5460684E+001, 1.0543579E+001, 8.9765920E+002, 9.4334775E+002, 8.0224010E+002, 6.0414566E+002, 5.0728786E+002, 4.7239754E+002, 2.4231109E+001, 5.5170312E+002, 4.6392936E+001
 4.9070026E+003, 8.2804974E+002, 9.6361318E+002, 8.8713346E+002, 7.7748847E+002, 8.0750337E+002, 7.3348406E+002, 6.7665819E+002, 5.9164513E+002, 5.2997025E+002, 5.5756909E+002, 5.3537349E+002, 4.4502638E+002, 7.7978896E+002, 4.6210766E+002, 5.3811871E+002, 4.6006557E+002, 4.0117550E+002, 3.3528703E+002, 6.8969634E+001, 1.2218156E+002, 9.2211229E+001, 5.8500839E+001, 6.3125239E+001, 4.6268109E+001, 3.7139882E+001, 2.4684879E+001, 1.7293157E+001, 1.9529542E+001, 1.6986117E+001, 1.1448060E+001, 5.7819427E+001, 2.0821139E+001, 2.7317680E+001, 2.1110950E+001, 1.5527086E+001, 1.0505301E+001, 8.7942116E+002, 9.7130285E+002, 7.5540669E+002, 6.0371587E+002, 5.2120661E+002, 4.7475130E+002, 2.4209023E+001, 5.4336412E+002, 4.3595667E+001
 4.9075003E+003, 8.1482828E+002, 1.0120214E+003, 8.8824047E+002, 7.5111274E+002, 8.5234721E+002, 7.2925040E+002, 6.6037856E+002, 6.0348430E+002, 5.5311642E+002, 5.3082462E+002, 5.2556274E+002, 4.4464295E+002, 7.4165842E+002, 4.5559115E+002, 5.3461336E+002, 4.5638251E+002, 3.9763618E+002, 3.3284390E+002, 6.8155578E+001, 1.4265398E+002, 9.1077563E+001, 5.0955359E+001, 7.7462061E+001, 4.8455235E+001, 3.3630257E+001, 2.5134182E+001, 1.9642648E+001, 1.7251023E+001, 1.6386707E+001, 1.0967736E+001, 5.0559442E+001, 2.0296285E+001, 2.6583131E+001, 2.0882484E+001, 1.5286898E+001, 1.0503360E+001, 8.7873725E+002, 9.4294298E+002, 8.1096583E+002, 6.1002950E+002, 5.3145751E+002, 4.7914077E+002, 2.3547928E+001, 5.5055358E+002, 4.7072881E+001
 4.9080037E+003, 7.9532319E+002, 1.0014508E+003, 8.4059257E+002, 7.2848601E+002, 8.0613054E+002, 6.7603607E+002, 6.5611824E+002, 5.9663420E+002, 5.5245903E+002, 5.3133205E+002, 5.1567713E+002, 4.4861287E+002, 7.5285513E+002, 4.6336616E+002, 5.3918486E+002, 4.5942487E+002, 3.9832794E+002, 3.3161875E+002, 6.3184857E+001, 1.3945622E+002, 7.9973495E+001, 4.7039966E+001, 6.6161595E+001, 3.8673921E+001, 3.2783443E+001, 2.4249175E+001, 1.9785052E+001, 1.7413795E+001, 1.6806852E+001, 1.1790695E+001, 5.2697814E+001, 2.0947024E+001, 2.7284113E+001, 2.1160100E+001, 1.5473858E+001, 1.0523200E+001, 8.6675423E+002, 8.9555300E+002, 8.1797898E+002, 6.1660877E+002, 5.2759054E+002, 4.8548007E+002, 2.4178812E+001, 5.4501337E+002, 5.1066578E+001
 4.9085042E+003, 7.8868536E+002, 1.0065330E+003, 8.2519508E+002, 7.2239884E+002, 7.7997468E+002, 7.7880057E+002, 6.8536877E+002, 5.8890561E+002, 5.5146560E+002, 5.4151980E+002, 5.2203824E+002, 4.6463670E+002, 7.5488217E+002, 4.6652619E+002, 5.4195956E+002, 4.5796934E+002, 3.9899444E+002, 3.3068763E+002, 6.2824055E+001, 1.4155880E+002, 7.4929804E+001, 4.5399228E+001, 6.0401512E+001, 6.1474496E+001, 3.7440222E+001, 2.3052965E+001, 1.9750364E+001, 1.8580229E+001, 1.6734250E+001, 1.2616268E+001, 5.2470732E+001, 2.1401528E+001, 2.7496376E+001, 2.0963299E+001, 1.5394244E+001, 1.0434533E+001, 8.8597099E+002, 8.5196695E+002, 7.9779055E+002, 6.1007420E+002, 5.4235065E+002, 4.8609059E+002, 2.4369849E+001, 5.5428516E+002, 4.8987834E+001
 4.9090038E+003, 7.9426796E+002, 9.9536771E+002, 8.9933852E+002, 7.1629367E+002, 8.1714967E+002, 7.0608365E+002, 6.9086995E+002, 6.0131409E+002, 5.7777910E+002, 5.1669120E+002, 5.0759933E+002, 4.4367561E+002, 7.4745141E+002, 4.6551092E+002, 5.4283275E+002, 4.6037941E+002, 3.9783857E+002, 3.2973982E+002, 6.2060845E+001, 1.3878061E+002, 9.5343335E+001, 4.4404917E+001, 6.7522486E+001, 4.4229764E+001, 3.8731336E+001, 2.4808280E+001, 2.1699260E+001, 1.6860199E+001, 1.5405528E+001, 1.1630327E+001, 5.0793337E+001, 2.0861890E+001, 2.7242786E+001, 2.1156928E+001, 1.5427830E+001, 1.0454716E+001, 8.6707728E+002, 8.5547456E+002, 7.7806926E+002, 6.0296656E+002, 5.4899728E+002, 4.8516231E+002, 2.4141618E+001, 5.3328465E+002, 5.0495233E+001
 4.9095010E+003, 8.4409439E+002, 1.0101813E+003, 9.0121444E+002, 7.3121475E+002, 8.2324875E+002, 7.4284673E+002, 6.7327392E+002, 6.0550573E+002, 5.6497410E+002, 5.2928482E+002, 5.2299877E+002, 4.4335573E+002, 7.5889308E+002, 4.5985315E+002, 5.3943388E+002, 4.6047265E+002, 3.9466026E+002, 3.3206290E+002, 7.5064738E+001, 1.4345488E+002, 9.8766487E+001, 4.6658664E+001, 7.1080908E+001, 5.0365393E+001, 3.4410652E+001, 2.5191698E+001, 2.0996156E+001, 1.7682871E+001, 1.6156827E+001, 1.1557316E+001, 5.2461765E+001, 2.0369210E+001, 2.7039113E+001, 2.0810748E+001, 1.5249848E+001, 1.0392389E+001, 8.8611228E+002, 8.9356830E+002, 8.5240601E+002, 6.0311911E+002, 5.5016010E+002, 4.8500115E+002, 2.3958312E+001, 5.7531423E+002, 4.8325076E+001
 4.9100030E+003, 8.5564316E+002, 9.4620852E+002, 8.8236260E+002, 7.2296215E+002, 7.9450266E+002, 7.2504961E+002, 6.7170917E+002, 6.0811325E+002, 5.5154449E+002, 5.3543424E+002, 5.1238510E+002, 4.2227168E+002, 7.6178891E+002, 4.5148896E+002, 5.3312728E+002, 4.5786629E+002, 3.9844246E+002, 3.3422144E+002, 8.0976054E+001, 1.1707495E+002, 9.4528200E+001, 4.4688729E+001, 6.3608183E+001, 4.5336283E+001, 3.4998114E+001, 2.5488476E+001, 1.9429651E+001, 1.7681963E+001, 1.5365891E+001, 1.0502693E+001, 5.4373119E+001, 1.9746975E+001, 2.6502859E+001, 2.0877667E+001, 1.5230285E+001, 1.0397501E+001, 9.0722827E+002, 9.2117463E+002, 8.3791107E+002, 6.1682292E+002, 5.5005895E+002, 4.8817087E+002, 2.3475684E+001, 5.4337509E+002, 4.7912860E+001
 4.9105023E+003, 8.3443482E+002, 1.0040054E+003, 8.4235287E+002, 7.3945861E+002, 8.4313021E+002, 7.5986953E+002, 6.6649941E+002, 6.0443285E+002, 5.3801447E+002, 5.2718509E+002, 4.9972399E+002, 4.4404915E+002, 7.5011766E+002, 4.6215910E+002, 5.3783469E+002, 4.5862866E+002, 3.9896344E+002, 3.3310467E+002, 7.3400532E+001, 1.4158317E+002, 8.3215478E+001, 4.9119932E+001, 7.4378211E+001, 5.3205705E+001, 3.4119437E+001, 2.4459920E+001, 1.7917548E+001, 1.6178247E+001, 1.4103930E+001, 1.1727567E+001, 5.2149131E+001, 2.0762071E+001, 2.7269667E+001, 2.1028486E+001, 1.5402731E+001, 1.0416854E+001, 9.3126040E+002, 9.3849816E+002, 8.1909137E+002, 6.1971373E+002, 5.4431045E+002, 4.9428433E+002, 2.4165811E+001, 5.6076317E+002, 4.7587407E+001
 4.9110014E+003, 7.8197267E+002, 9.8384767E+002, 8.2711034E+002, 7.4865472E+002, 8.3005138E+002, 7.5452020E+002, 6.5563160E+002, 5.9769978E+002, 5.6352261E+002, 5.5450058E+002, 5.1693193E+002, 4.4509533E+002, 7.4934343E+002, 4.6926884E+002, 5.4336979E+002, 4.6412754E+002, 4.0057176E+002, 3.3355759E+002, 6.0644826E+001, 1.2941288E+002, 7.4901578E+001, 5.1413574E+001, 7.1435811E+001, 4.9520200E+001, 3.2677464E+001, 2.4870441E+001, 2.0707891E+001, 1.8856830E+001, 1.5998482E+001, 1.1652943E+001, 5.0413262E+001, 2.1793370E+001, 2.7961551E+001, 2.1392790E+001, 1.5629043E+001, 1.0540469E+001, 9.1360040E+002, 9.3970742E+002, 8.2642819E+002, 6.2595051E+002, 5.3983459E+002, 4.9152552E+002, 2.4788507E+001, 5.6798673E+002, 4.8289079E+001
 4.9115008E+003, 7.2377045E+002, 9.8957423E+002, 8.2131536E+002, 7.0566002E+002, 7.3634372E+002, 7.1541009E+002, 6.3638969E+002, 5.8287701E+002, 5.6868658E+002, 5.4100189E+002, 5.3576185E+002, 4.2355197E+002, 6.8722603E+002, 4.5678304E+002, 5.3929575E+002, 4.6372682E+002, 4.0162537E+002, 3.3745607E+002, 4.7112147E+001, 1.3304390E+002, 7.0320587E+001, 4.2141147E+001, 5.1816925E+001, 4.4991683E+001, 2.9693606E+001, 2.2012940E+001, 2.1115860E+001, 1.8299799E+001, 1.7413289E+001, 1.0694432E+001, 3.9046429E+001, 2.0490273E+001, 2.7166750E+001, 2.1506487E+001, 1.5761336E+001, 1.0611706E+001, 8.6684746E+002, 8.8385150E+002, 8.4902050E+002, 6.2011797E+002, 5.4557703E+002, 4.8793370E+002, 2.4073185E+001, 5.3092025E+002, 4.2658140E+001
 4.9120007E+003, 7.0202955E+002, 9.3362424E+002, 8.3065969E+002, 6.9650258E+002, 7.7904325E+002, 6.8409408E+002, 6.2451377E+002, 5.7752665E+002, 5.4161803E+002, 5.4003489E+002, 5.3089213E+002, 4.4375029E+002, 7.0323351E+002, 4.4405909E+002, 5.2677803E+002, 4.5711708E+002, 3.9249796E+002, 3.2827489E+002, 4.3551828E+001, 1.1869164E+002, 7.4138478E+001, 3.9332548E+001, 5.9028405E+001, 4.0422290E+001, 2.7587811E+001, 2.1735905E+001, 1.8735597E+001, 1.7080899E+001, 1.6917738E+001, 1.1370313E+001, 4.0719471E+001, 1.8912965E+001, 2.5609640E+001, 2.0452628E+001, 1.4930292E+001, 1.0317680E+001, 8.3118111E+002, 8.5735548E+002, 8.2727005E+002, 6.0714498E+002, 5.3972330E+002, 4.9543143E+002, 2.2671786E+001, 5.5050738E+002, 4.3968139E+001
 4.9125006E+003, 7.8350678E+002, 9.7329956E+002, 8.9319279E+002, 7.1366424E+002, 8.0463121E+002, 7.2124112E+002, 6.7042576E+002, 5.9320409E+002, 5.4154237E+002, 5.3813129E+002, 5.3175847E+002, 4.4124758E+002, 6.8228567E+002, 4.5220572E+002, 5.3212011E+002, 4.5306635E+002, 3.9520494E+002, 3.2880197E+002, 5.9335310E+001, 1.2667840E+002, 9.4011732E+001, 4.3938475E+001, 6.8019447E+001, 4.8900195E+001, 3.5083102E+001, 2.2869306E+001, 1.8430799E+001, 1.6982498E+001, 1.6613490E+001, 1.1381965E+001, 3.7552984E+001, 2.0381878E+001, 2.6487763E+001, 2.0560272E+001, 1.5067443E+001, 1.0266435E+001, 8.3310950E+002, 8.9015747E+002, 8.3297011E+002, 5.9725133E+002, 5.2936008E+002, 4.9836745E+002, 2.3462097E+001, 6.1724887E+002, 4.5149156E+001
 4.9130016E+003, 7.8841552E+002, 9.9519775E+002, 8.6855368E+002, 6.9788651E+002, 8.0392267E+002, 7.8403822E+002, 6.6331777E+002, 6.0232117E+002, 5.6808052E+002, 5.4390359E+002, 5.3210811E+002, 4.4452843E+002, 7.1620523E+002, 4.6450510E+002, 5.4145530E+002, 4.5909760E+002, 4.0187280E+002, 3.3063279E+002, 6.2110381E+001, 1.3618831E+002, 8.3964914E+001, 4.0363878E+001, 6.3627548E+001, 5.8503581E+001, 3.3679904E+001, 2.4888781E+001, 2.1372276E+001, 1.8355260E+001, 1.6500001E+001, 1.0663858E+001, 4.5031137E+001, 2.1303332E+001, 2.7592253E+001, 2.0985953E+001, 1.5434561E+001, 1.0418262E+001, 8.7374514E+002, 8.6945165E+002, 8.3430807E+002, 5.9561611E+002, 5.2456230E+002, 4.9669278E+002, 2.4456138E+001, 5.9353763E+002, 4.7306977E+001
 4.9135013E+003, 8.0838041E+002, 1.0271854E+003, 8.9993023E+002, 7.1874755E+002, 8.1335254E+002, 7.2498210E+002, 6.4625807E+002, 5.8249145E+002, 5.6025863E+002, 5.5866813E+002, 5.2998098E+002, 4.3692175E+002, 7.3615835E+002, 4.6198979E+002, 5.4364233E+002, 4.6282106E+002, 4.0366043E+002, 3.3403079E+002, 6.5529154E+001, 1.5266136E+002, 9.7644741E+001, 4.3873330E+001, 6.8773605E+001, 4.4355803E+001, 3.1780417E+001, 2.2072413E+001, 1.9678178E+001, 1.9630709E+001, 1.7110909E+001, 1.0334342E+001, 4.7327377E+001, 2.0941496E+001, 2.7460454E+001, 2.1236896E+001, 1.5470934E+001, 1.0538279E+001, 8.8192492E+002, 8.8109157E+002, 8.4301502E+002, 5.9236392E+002, 5.2983834E+002, 4.9460453E+002, 2.4337519E+001, 5.7591890E+002, 4.7141464E+001
 4.9140003E+003, 7.8489105E+002, 1.0028103E+003, 9.0850044E+002, 7.1069297E+002, 8.7185739E+002, 7.6822700E+002, 6.4322241E+002, 6.0057646E+002, 5.3608856E+002, 5.4310170E+002, 5.3435535E+002, 4.5114095E+002, 7.0342440E+002, 4.5830619E+002, 5.4334356E+002, 4.6090305E+002, 3.9985549E+002, 3.3083914E+002, 5.9717606E+001, 1.3922255E+002, 1.0027188E+002, 4.3797620E+001, 8.2747914E+001, 5.4721569E+001, 3.1238764E+001, 2.4507715E+001, 1.7437421E+001, 1.7961965E+001, 1.6922956E+001, 1.1602536E+001, 4.1484622E+001, 2.0667548E+001, 2.7485097E+001, 2.1067069E+001, 1.5440896E+001, 1.0510890E+001, 8.9413144E+002, 9.5218129E+002, 8.8708115E+002, 5.9191490E+002, 5.3635003E+002, 5.0072503E+002, 2.4359698E+001, 5.8166210E+002, 4.7391943E+001
 4.9145003E+003, 8.1858733E+002, 9.7870605E+002, 8.0124250E+002, 7.3233651E+002, 6.6164743E+002, 6.7288505E+002, 6.8731759E+002, 6.0041806E+002, 5.5125697E+002, 5.1307940E+002, 5.1444624E+002, 4.6156951E+002, 7.5206205E+002, 4.5396482E+002, 5.3297937E+002, 4.6013262E+002, 3.9565497E+002, 3.3187012E+002, 6.9119352E+001, 1.2825076E+002, 6.8136176E+001, 4.7682516E+001, 3.8920755E+001, 3.8910281E+001, 3.9093545E+001, 2.4459207E+001, 1.8961289E+001, 1.5326433E+001, 1.4955247E+001, 1.2193631E+001, 5.1990147E+001, 1.9551293E+001, 2.6523428E+001, 2.0889520E+001, 1.5154106E+001, 1.0446217E+001, 8.9060234E+002, 9.4934525E+002, 8.4168283E+002, 5.9713323E+002, 5.3405007E+002, 5.0037763E+002, 2.3494196E+001, 5.6386594E+002, 4.4463802E+001
 4.9150030E+003, 8.3035111E+002, 9.9720620E+002, 8.9577002E+002, 7.3355068E+002, 7.5887716E+002, 6.4843159E+002, 6.1192797E+002, 6.0043377E+002, 5.4869566E+002, 5.4198043E+002, 5.2235771E+002, 4.4449059E+002, 7.8947216E+002, 4.4142392E+002, 5.2511406E+002, 4.5322760E+002, 3.9441303E+002, 3.3051467E+002, 7.3077813E+001, 1.3643002E+002, 9.1248829E+001, 4.6392918E+001, 5.5803011E+001, 3.2518435E+001, 2.6755917E+001, 2.6363133E+001, 1.9269436E+001, 1.7879349E+001, 1.5710872E+001, 1.1066704E+001, 6.2020947E+001, 1.8576811E+001, 2.5400043E+001, 2.0228525E+001, 1.4921490E+001, 1.0230894E+001, 9.3352308E+002, 8.9614247E+002, 7.9750212E+002, 6.1745103E+002, 5.2718389E+002, 4.9241336E+002, 2.2483150E+001, 5.5832002E+002, 4.5268461E+001
 4.9155005E+003, 8.3778380E+002, 9.6261906E+002, 8.8970628E+002, 7.5456430E+002, 7.6485941E+002, 6.9429396E+002, 6.3013584E+002, 5.6956582E+002, 5.3864570E+002, 5.3632978E+002, 5.4345005E+002, 4.3672054E+002, 7.5472854E+002, 4.5543182E+002, 5.2731655E+002, 4.5604925E+002, 3.9255417E+002, 3.2759758E+002, 7.3317932E+001, 1.2350802E+002, 9.0311666E+001, 5.3496571E+001, 5.6888750E+001, 4.1877281E+001, 2.8595894E+001, 2.0713874E+001, 1.8029248E+001, 1.8528801E+001, 1.8914339E+001, 1.0609138E+001, 5.4301320E+001, 2.0013642E+001, 2.5974200E+001, 2.0379486E+001, 1.5102677E+001, 1.0169683E+001, 9.3483355E+002, 9.1520469E+002, 7.9777896E+002, 6.1595542E+002, 5.3547423E+002, 4.9028676E+002, 2.2999891E+001, 5.7810616E+002, 4.6270193E+001
